_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,study_id,session_id,__v,response,theword,block
663e55d48e1507bd70f61699,16256,instructions,0,16256,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,,,
663e55d48e1507bd70f6169b,3319,instructions,1,19576,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,,,
663e55d48e1507bd70f6169d,4527,survey-multi-choice,3,47704,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""solid""}","In the sentence [this is a block of metal], a block of metal is:",practice_solidity
663e55d48e1507bd70f6169f,3919,survey-multi-choice,4,53432,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""solid""}","In the sentence [this is a pile of sand], a pile of sand is:",practice_solidity
663e55d48e1507bd70f616a1,23599,html-button-response,2,43176,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,0,,
663e55d48e1507bd70f616a3,2983,survey-multi-choice,6,67520,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""solid""}",doll,solidity
663e55d48e1507bd70f616a5,1744,survey-multi-choice,7,69264,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""solid""}",cracker,solidity
663e55d48e1507bd70f616a7,3288,survey-multi-choice,5,64536,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""non-solid""}",water (beverage),solidity
663e55d48e1507bd70f616a9,3111,survey-multi-choice,8,72376,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""solid""}",butterfly,solidity
663e55d48e1507bd70f616ab,2511,survey-multi-choice,9,74888,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""solid""}",cup,solidity
663e55d48e1507bd70f616ad,1831,survey-multi-choice,10,76720,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""solid""}",ear,solidity
663e55d48e1507bd70f616af,1960,survey-multi-choice,11,78680,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""solid""}",window,solidity
663e55d48e1507bd70f616b1,6544,survey-multi-choice,12,85224,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""non-solid""}",shirt,solidity
663e55d48e1507bd70f616b3,1672,survey-multi-choice,13,86896,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""solid""}",pickle,solidity
663e55d48e1507bd70f616b5,1776,survey-multi-choice,14,88673,0,560ce65601c38a0012769e20,663aca6426db79e41fdd5add,663e53d81f6562b985eda1f3,0,"{""Q0"":""solid""}",tractor,solidity
